Game Turn, Player, City, Food Adv., Prod. Adv., Construct, Order Source
60, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 597, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 683.9, Build City District
64, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 964, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 344.0, Build City Improvement
64, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 967, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Build City Improvement
64, 16, LOC_CITY_NAME_KABUL, , CONTRACT 858, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 104.0, Build City Building
64, 16, LOC_CITY_NAME_KABUL, , CONTRACT 891, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
64, 16, LOC_CITY_NAME_KABUL, , , UNIT_ARCHER, Generic Offense
65, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 972, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 326.0, Build City Building
65, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 973, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 509.0, Build City District
65, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 975, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 134.0, Build City Improvement
65, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 975, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 134.0, Build City Improvement
65, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 975, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 134.0, Build City Improvement
65, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 976, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 161.0, Build City Improvement
65, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 976, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 161.0, Build City Improvement
65, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 976, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 161.0, Build City Improvement
65, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 800, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
65, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 801, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 89.0, Unknown
65, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 803, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 39.0, Unknown
65, 6, LOC_CITY_NAME_MBANZA_KONGO, , , UNIT_BUILDER, Build City Improvement, CONTRACT 942
65, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 977, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
65, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 977, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 181.0, Early City Assault
65, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 978, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 120.0, Build City Improvement
65, 11, PURCHASE, , , UNIT_BUILDER, Build City Improvement, CONTRACT 945
65, 11, LOC_CITY_NAME_JERUSALEM, , CONTRACT 842, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 355.9, Build City District
65, 11, LOC_CITY_NAME_JERUSALEM, , CONTRACT 945, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 57.0, Build City Improvement
65, 11, LOC_CITY_NAME_JERUSALEM, , , BUILDING_GRANARY, Default Specialization, , , Value 90.4
65, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 774, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 73.8, Build City Building
65, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 785, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 178.0, Unknown
65, 13, LOC_CITY_NAME_PRESLAV, , , UNIT_BUILDER, Build City Improvement, CONTRACT 967
65, 14, LOC_CITY_NAME_LISBON, , , UNIT_ARCHER, Generic Offense
65, 15, LOC_CITY_NAME_CARTHAGE, , CONTRACT 981, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
65, 25, LOC_CITY_NAME_BRUSSELS, , , UNIT_ARCHER, Generic Offense
66, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 792, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
66, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 861, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
66, 1, LOC_CITY_NAME_BEIJING, , , BUILDING_WALLS, Build City Building, CONTRACT 914
66, 1, LOC_CITY_NAME_XIAN, , CONTRACT 988, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
66, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 988, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
66, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 989, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 202.0, Build City Improvement
66, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 989, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 202.0, Build City Improvement
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 602, COMPLETED, NO_UNIT, NO_BUILDING, DISTRICT_CAMPUS, VALUE 303.1, Build City District
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 660, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 17.0, Unknown
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 712, FAILED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 103.1, Unknown
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 746, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Unknown
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 808, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 809, FAILED, NO_UNIT, BUILDING_WATER_MILL, NO_DISTRICT, VALUE 112.0, Unknown
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 811, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 68.0, Unknown
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 848, IN PROGRESS, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 293.0, Early City Assault
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 934, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
66, 3, LOC_CITY_NAME_PHILADELPHIA, , , BUILDING_WATER_MILL, Default Specialization, , , Value 163.1
66, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 990, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
66, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 990, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Build City Improvement
66, 4, LOC_CITY_NAME_MADRID, , CONTRACT 834, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 5.0, Unknown
66, 4, LOC_CITY_NAME_MADRID, , CONTRACT 868, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 79.0, Early City Assault
66, 4, LOC_CITY_NAME_MADRID, , , BUILDING_GRANARY, Default Specialization, , , Value 165.5
66, 4, LOC_CITY_NAME_MADRID, , CONTRACT 993, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HARBOR, VALUE 463.0, Build City District
66, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 995, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
66, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 995, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
66, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 995, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
66, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 996, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 119.0, Build City Improvement
66, 7, LOC_CITY_NAME_TENOCHTITLAN, , CONTRACT 998, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 592.0, Build City District
66, 10, LOC_CITY_NAME_ZANZIBAR, , , BUILDING_GRANARY, Default Specialization, , , Value 64.5
66, 12, LOC_CITY_NAME_VALLETTA, , , UNIT_HORSEMAN, Generic Offense
66, 12, LOC_CITY_NAME_VALLETTA, , CONTRACT 1001, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 64.0, Build City Improvement
66, 13, LOC_CITY_NAME_PRESLAV, , CONTRACT 1002, SUBMITTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 67.0, Build City Building
66, 17, LOC_CITY_NAME_MOHENJO_DARO, , CONTRACT 1004, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 336.0, Early City Assault
66, 20, LOC_CITY_NAME_STOCKHOLM, , , UNIT_BUILDER, Build City Improvement, CONTRACT 910
66, 23, LOC_CITY_NAME_KUMASI, , , UNIT_ARCHER, Generic Offense
67, 1, PURCHASE, , , UNIT_WARRIOR, Early City Assault, CONTRACT 988
67, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1006, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
67, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1006, SUBMITTED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
67, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 831, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 400.0, Build City Improvement
67, 2, LOC_CITY_NAME_KYOTO, , , BUILDING_GRANARY, Build City Building, CONTRACT 972
67, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1009, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Build City Improvement
67, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1009, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Build City Improvement
67, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1009, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 169.0, Build City Improvement
67, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1011, SUBMITTED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 81.0, Build City Building
67, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1012, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 469.0, Build City Improvement
67, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1012, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 469.0, Build City Improvement
67, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1012, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 469.0, Build City Improvement
67, 10, LOC_CITY_NAME_ZANZIBAR, , CONTRACT 1015, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 10.0, Build City Improvement
67, 24, LOC_CITY_NAME_GRANADA, , , UNIT_ARCHER, Generic Offense
68, 0, LOC_CITY_NAME_ANTIUM, 0.46, -0.20, , YIELD_FOOD: 0.0, YIELD_PRODUCTION: -0.1, YIELD_GOLD: 0.0, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.1, YIELD_FAITH: 0.0, , 
68, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1018, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 456.0, Early City Assault
68, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1018, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 456.0, Early City Assault
68, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 811, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 68.0, Unknown
68, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 848, COMPLETED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 293.0, Early City Assault
68, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 934, COMPLETED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
68, 3, LOC_CITY_NAME_WASHINGTON, , , BUILDING_GRANARY, Default Specialization, , , Value 257.9
68, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1020, SUBMITTED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 293.0, Early City Assault
68, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1020, SUBMITTED, UNIT_HEAVY_CHARIOT, NO_BUILDING, NO_DISTRICT, VALUE 293.0, Early City Assault
68, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1021, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 137.0, Build City Building
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 662, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 92.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 663, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 672, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 104.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 691, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 134.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 729, COMPLETED, UNIT_GALLEY, NO_BUILDING, NO_DISTRICT, VALUE 340.0, Build City Building
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 747, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 798, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 799, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 814, CANCELLED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 816, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 101.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 836, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 837, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 378.0, Unknown
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 877, IN PROGRESS, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 700.0, Settle City Op
68, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 975, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 134.0, Build City Improvement
68, 5, LOC_CITY_NAME_MEMPHIS, , , UNIT_BUILDER, Build City Improvement, CONTRACT 1012
68, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 1023, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
68, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 1023, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
68, 15, LOC_CITY_NAME_CARTHAGE, , , UNIT_ARCHER, Simple Operation Attack, CONTRACT 981
68, 16, LOC_CITY_NAME_KABUL, , , UNIT_ARCHER, Generic Offense
68, 18, LOC_CITY_NAME_AMSTERDAM, , CONTRACT 1028, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Simple Operation Attack
69, 1, LOC_CITY_NAME_XIAN, , CONTRACT 863, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 101.0, Unknown
69, 1, LOC_CITY_NAME_XIAN, , CONTRACT 911, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Unknown
69, 1, LOC_CITY_NAME_XIAN, , CONTRACT 912, COMPLETED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 799.8, Build City Building
69, 1, LOC_CITY_NAME_XIAN, , CONTRACT 913, ACCEPTED, NO_UNIT, BUILDING_WALLS, NO_DISTRICT, VALUE 550.1, Build Trigger Building
69, 1, LOC_CITY_NAME_XIAN, , CONTRACT 988, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 511.0, Early City Assault
69, 1, LOC_CITY_NAME_XIAN, , , UNIT_ARCHER, Early City Assault, CONTRACT 931
69, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1029, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
69, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1029, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 100.0, Simple Operation Attack
69, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1031, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Build City Improvement
69, 1, LOC_CITY_NAME_BEIJING, , CONTRACT 1031, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 130.0, Build City Improvement
69, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1033, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
69, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1033, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
69, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1033, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 126.0, Build City Improvement
69, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1034, SUBMITTED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 364.0, Build City Building
69, 5, PURCHASE, , , UNIT_WARRIOR, Early City Assault, CONTRACT 767
69, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1036, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
69, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1036, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
69, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1036, SUBMITTED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Simple Operation Attack
69, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1037, SUBMITTED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 139.0, Build City Building
69, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 908, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 67.9, Unknown
69, 6, LOC_CITY_NAME_MBANZA_KONGO, , CONTRACT 942, COMPLETED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 189.0, Build City Improvement
69, 6, LOC_CITY_NAME_MBANZA_KONGO, , , UNIT_WARRIOR, Early City Assault, CONTRACT 977
69, 7, LOC_CITY_NAME_TEOTIHUACAN, , CONTRACT 1040, SUBMITTED, UNIT_TRADER, NO_BUILDING, NO_DISTRICT, VALUE 36.0, Build Trigger Unit
69, 14, LOC_CITY_NAME_LISBON, , , UNIT_ARCHER, Generic Offense
69, 18, PURCHASE, , , UNIT_ARCHER, Simple Operation Attack, CONTRACT 1028
69, 22, LOC_CITY_NAME_KANDY, , , PROJECT_ENHANCE_DISTRICT_HOLY_SITE, Default Specialization, , , Value 3.6
70, 1, LOC_CITY_NAME_XIAN, , CONTRACT 1047, SUBMITTED, NO_UNIT, BUILDING_SHRINE, NO_DISTRICT, VALUE 185.0, Build City Building
70, 2, PURCHASE, , , UNIT_ARCHER, Simple Operation Attack, CONTRACT 952
70, 2, LOC_CITY_NAME_KYOTO, , CONTRACT 1048, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
70, 2, LOC_CITY_NAME_FUKUOKA, , CONTRACT 1048, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
70, 2, LOC_CITY_NAME_YOKOHAMA, , CONTRACT 1048, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 111.0, Build City Improvement
70, 3, LOC_CITY_NAME_WASHINGTON, , CONTRACT 1050, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
70, 3, LOC_CITY_NAME_PHILADELPHIA, , CONTRACT 1050, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 86.0, Build City Improvement
70, 4, LOC_CITY_NAME_VALENCIA, -0.29, 2.74, , YIELD_FOOD: -0.1, YIELD_PRODUCTION: 0.0, YIELD_GOLD: 0.1, YIELD_SCIENCE: 0.0, YIELD_CULTURE: 0.0, YIELD_FAITH: 0.0, , 
70, 4, LOC_CITY_NAME_VALENCIA, , , UNIT_TRADER, Default Specialization, , , Value 93.2
70, 4, LOC_CITY_NAME_MADRID, , CONTRACT 1052, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 265.0, Build City Improvement
70, 4, LOC_CITY_NAME_BARCELONA, , CONTRACT 1052, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 265.0, Build City Improvement
70, 4, LOC_CITY_NAME_VALENCIA, , CONTRACT 1052, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 265.0, Build City Improvement
70, 5, LOC_CITY_NAME_RA_KEDET, Canceling current build, OLD VALUE 705.4
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 767, COMPLETED, UNIT_WARRIOR, NO_BUILDING, NO_DISTRICT, VALUE 333.0, Early City Assault
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 798, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 93.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 799, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 816, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 101.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 836, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 50.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 837, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 378.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 877, FAILED, UNIT_SETTLER, NO_BUILDING, NO_DISTRICT, VALUE 705.4, Settle City Op
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 881, FAILED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 164.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 922, FAILED, NO_UNIT, BUILDING_GRANARY, NO_DISTRICT, VALUE 203.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 940, CANCELLED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 150.0, Unknown
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 975, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 134.0, Build City Improvement
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 976, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 161.0, Build City Improvement
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 995, ACCEPTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 151.0, Build City Improvement
70, 5, LOC_CITY_NAME_RA_KEDET, , CONTRACT 1012, IN PROGRESS, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 469.0, Build City Improvement
70, 5, LOC_CITY_NAME_RA_KEDET, , , UNIT_ARCHER, Simple Operation Attack, CONTRACT 1036
70, 5, LOC_CITY_NAME_SHEDET, , CONTRACT 1053, SUBMITTED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 200.0, Build City Improvement
70, 5, LOC_CITY_NAME_MEMPHIS, , CONTRACT 1054, SUBMITTED, NO_UNIT, NO_BUILDING, DISTRICT_HOLY_SITE, VALUE 241.0, Build City District
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 783, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 52.1, Unknown
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 884, FAILED, UNIT_SPEARMAN, NO_BUILDING, NO_DISTRICT, VALUE 176.0, Unknown
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 908, FAILED, UNIT_ARCHER, NO_BUILDING, NO_DISTRICT, VALUE 67.9, Unknown
70, 6, LOC_CITY_NAME_MBUMBI, , CONTRACT 942, CANCELLED, UNIT_BUILDER, NO_BUILDING, NO_DISTRICT, VALUE 189.0, Unknown
