Game Turn, Range, Value, Seed, Type, Location
68, 10, 7, 2515997101, sync, Random Direction
68, 11, 2, 3127078114, sync, Random Direction
68, 8, 2, 1078880371, sync, Random Direction
68, 7, 4, 1093120816, sync, Random Direction
68, 12, 2, 2644515753, sync, Random Direction
68, 13, 4, 860845358, sync, Random Direction
68, 2, 1, 1578965199, sync, GetNextBuyablePlot picker
68, 8, 3, 2936853084, sync, Random Direction
68, 5, 0, 2142620005, sync, Random Direction
68, 5, 2, 752989754, sync, Random Direction
68, 9, 2, 2356966123, sync, Random Direction
68, 4, 0, 1220720712, sync, Random Direction
68, 4, 3, 515806945, sync, Random Direction
68, 9, 0, 4230282246, sync, Random Direction
68, 3, 1, 321737415, sync, GetNextBuyablePlot picker
68, 5, 0, 2255425780, sync, Random Direction
68, 3, 1, 623689757, sync, Random Direction
68, 2, 1, 1778700946, sync, Random Direction
68, 3, 0, 2334282851, sync, Barbarian camp region placement
68, 1, 0, 451299424, sync, Barbarian camp location
68, 4, 3, 4166664473, sync, Barb Tribe Roll
68, 12, 1, 4036593118, sync, Unit Combat Damage
68, 12, 9, 534500287, sync, Unit Combat Damage
68, 12, 10, 3487009420, sync, Unit Combat Damage
68, 12, 6, 3745830357, sync, Unit Combat Damage
68, 3, 1, 2167677418, sync, Random Direction
68, 4, 3, 2323901659, sync, Random Direction
68, 5, 4, 4172858232, sync, Random Direction
68, 5, 3, 3641309777, sync, Random Direction
68, 13, 8, 2670359222, sync, Random Direction
68, 4, 0, 2731178935, sync, Random Direction
68, 3, 1, 678600484, sync, Random Direction
68, 5, 1, 1596123789, sync, Random Direction
68, 4, 0, 1533215810, sync, Random Direction
68, 10, 5, 562109523, sync, Random Direction
68, 12, 0, 2513209744, sync, Random Direction
68, 3, 1, 257991305, sync, Random Direction
68, 5, 4, 2090934926, sync, Random Direction
68, 9, 3, 4042730159, sync, Random Direction
68, 4, 3, 1519955644, sync, Random Direction
68, 6, 5, 4188528197, sync, Random Direction
68, 7, 1, 3767589274, sync, Random Direction
68, 7, 3, 655737547, sync, Random Direction
69, 1, 0, 2040527528, sync, GetNextBuyablePlot picker
69, 1, 0, 225253825, sync, GetNextBuyablePlot picker
69, 4, 2, 3784504678, sync, GetNextBuyablePlot picker
69, 1, 0, 2235285671, sync, GetNextBuyablePlot picker
69, 7, 6, 1464736084, sync, Selecting a random new quest
69, 7, 2, 3807416573, sync, Choosing random class type for Recruit Great Person Class quest
69, 2, 0, 1296630258, sync, GetNextBuyablePlot picker
69, 6, 0, 433700931, sync, GetNextBuyablePlot picker
69, 2, 1, 287143616, sync, GetNextBuyablePlot picker
69, 2, 0, 3694804985, sync, GetNextBuyablePlot picker
69, 1, 0, 937511742, sync, GetNextBuyablePlot picker
69, 3, 2, 1607343519, sync, GetNextBuyablePlot picker
69, 1, 0, 3754114796, sync, GetNextBuyablePlot picker
69, 12, 8, 1507189429, sync, Unit Combat Damage
69, 12, 11, 3089292618, sync, Unit Combat Damage
69, 1, 0, 4152423611, sync, GetNextBuyablePlot picker
69, 1, 0, 1880841688, sync, GetNextBuyablePlot picker
69, 1, 0, 2135881009, sync, GetNextBuyablePlot picker
69, 12, 10, 1480164374, sync, Unit Combat Damage
69, 12, 10, 3586138519, sync, Unit Combat Damage
69, 12, 9, 3738468228, sync, Unit Combat Damage
69, 12, 9, 3278680941, sync, Unit Combat Damage
69, 12, 6, 3342977954, sync, Unit Combat Damage
69, 2, 1, 2220572723, sync, GetNextBuyablePlot picker
69, 1, 0, 3269201904, sync, GetNextBuyablePlot picker
69, 1, 0, 1210980713, sync, GetNextBuyablePlot picker
69, 1, 0, 395640814, sync, GetNextBuyablePlot picker
69, 3, 1, 3498028175, sync, GetNextBuyablePlot picker
69, 9, 6, 1921661724, sync, Random Direction
69, 8, 4, 3062227749, sync, Random Direction
69, 2, 0, 2513775866, sync, Random Direction
69, 3, 1, 47481515, sync, Random Direction
69, 3, 0, 1871572232, sync, Random Direction
69, 5, 0, 433491105, sync, Random Direction
69, 2, 0, 79240902, sync, Random Direction
69, 4, 2, 2102828679, sync, Random Direction
69, 5, 4, 2778255796, sync, Random Direction
69, 1, 0, 4147007965, sync, GetNextBuyablePlot picker
69, 8, 2, 3382206802, sync, Random Direction
69, 5, 4, 1525980195, sync, Random Direction
69, 6, 3, 3888862496, sync, Random Direction
69, 7, 2, 2621648601, sync, Random Direction
69, 8, 3, 1438072990, sync, Random Direction
69, 4, 3, 1827329919, sync, GetNextBuyablePlot picker
69, 3, 1, 3638600524, sync, Random Direction
69, 10, 8, 1647239061, sync, Random Direction
69, 11, 7, 3629303978, sync, Random Direction
69, 1, 0, 2984209563, sync, GetNextBuyablePlot picker
69, 3, 1, 706390072, sync, Random Direction
69, 8, 0, 1609228305, sync, Random Direction
69, 6, 0, 91014518, sync, Random Direction
69, 8, 6, 582891383, sync, Random Direction
69, 7, 5, 3706589156, sync, Random Direction
69, 9, 4, 3364645965, sync, Random Direction
69, 1, 0, 2102903554, sync, GetNextBuyablePlot picker
69, 7, 6, 1901384723, sync, Random Direction
69, 7, 6, 4084090448, sync, Random Direction
69, 8, 1, 4047536201, sync, Random Direction
69, 15, 1, 553848142, sync, Random Direction
69, 1, 0, 346988143, sync, GetNextBuyablePlot picker
69, 10, 7, 3145299836, sync, Random Direction
69, 11, 4, 3137853445, sync, Random Direction
69, 9, 6, 1594273882, sync, Random Direction
69, 10, 6, 3207639691, sync, Random Direction
69, 10, 8, 2695139176, sync, Random Direction
69, 7, 1, 3694325633, sync, Random Direction
69, 1, 0, 1164933158, sync, GetNextBuyablePlot picker
69, 6, 1, 443935847, sync, Random Direction
69, 2, 0, 820460052, sync, Random Direction
69, 5, 4, 1167983293, sync, Random Direction
69, 5, 1, 3830116530, sync, Random Direction
69, 6, 4, 1693116419, sync, Random Direction
69, 5, 3, 3221742464, sync, Random Direction
69, 5, 1, 2678918585, sync, Random Direction
69, 3, 0, 1291019774, sync, Random Direction
69, 5, 4, 1294598495, sync, Random Direction
69, 1, 0, 3586635692, sync, GetNextBuyablePlot picker
69, 12, 2, 2600979573, sync, Unit Combat Damage
69, 12, 1, 974906378, sync, Unit Combat Damage
69, 12, 3, 655840379, sync, Unit Combat Damage
69, 8, 4, 1389273752, sync, Random Direction
69, 8, 1, 2434120433, sync, Random Direction
69, 11, 3, 748435158, sync, Random Direction
69, 1, 0, 1455209815, sync, GetNextBuyablePlot picker
69, 8, 5, 4166471748, sync, Random Direction
69, 8, 4, 2956596525, sync, Random Direction
69, 2, 1, 2298276450, sync, Random Direction
69, 2, 1, 2363873267, sync, Random Direction
69, 5, 3, 3197840560, sync, Random Direction
69, 5, 0, 2949633833, sync, Random Direction
69, 7, 1, 29575854, sync, Random Direction
69, 6, 0, 830210127, sync, Random Direction
69, 7, 5, 637428700, sync, BT Research Choice
69, 1, 0, 3353722085, sync, GetNextBuyablePlot picker
69, 12, 1, 1518166970, sync, Unit Combat Damage
69, 12, 5, 396513899, sync, Unit Combat Damage
69, 12, 4, 1862001096, sync, Unit Combat Damage
69, 1, 0, 1757037153, sync, GetNextBuyablePlot picker
69, 6, 2, 1334706566, sync, Random Direction
69, 1, 0, 1469164103, sync, GetNextBuyablePlot picker
69, 7, 6, 1691439732, sync, Random Direction
69, 2, 0, 3992429469, sync, Random Direction
69, 13, 11, 783855634, sync, Random Direction
69, 2, 0, 3929318371, sync, GetNextBuyablePlot picker
69, 12, 3, 652943840, sync, Unit Combat Damage
69, 12, 5, 1236262041, sync, Unit Combat Damage
69, 9, 3, 1819130718, sync, Random Direction
69, 7, 0, 1652792127, sync, Random Direction
69, 4, 1, 487619596, sync, Random Direction
69, 1, 0, 1662560597, sync, GetNextBuyablePlot picker
69, 8, 7, 1104555882, sync, Random Direction
69, 7, 0, 3768626267, sync, Random Direction
69, 6, 3, 38751480, sync, Random Direction
69, 1, 0, 2768733649, sync, Random Direction
69, 9, 0, 530569270, sync, Random Direction
69, 1, 0, 447984439, sync, GetNextBuyablePlot picker
69, 6, 5, 2997371044, sync, Random Direction
69, 6, 3, 4163743245, sync, Random Direction
69, 2, 0, 2173256130, sync, Random Direction
69, 7, 1, 394677203, sync, Random Direction
69, 1, 0, 662356752, sync, GetNextBuyablePlot picker
69, 12, 5, 622075401, sync, Random Direction
69, 10, 9, 1856878606, sync, Random Direction
69, 9, 7, 4141863471, sync, Random Direction
69, 8, 2, 3467706428, sync, Random Direction
69, 9, 6, 1507299781, sync, Random Direction
69, 10, 8, 2995865370, sync, Random Direction
69, 2, 0, 3819004491, sync, GetNextBuyablePlot picker
69, 8, 2, 682353704, sync, Random Direction
69, 4, 2, 1336182081, sync, Random Direction
69, 8, 0, 2599205606, sync, Random Direction
69, 9, 3, 195156007, sync, Random Direction
69, 6, 1, 1492064980, sync, Random Direction
69, 5, 3, 1274229885, sync, Random Direction
69, 7, 1, 3325665138, sync, Random Direction
69, 3, 0, 961138627, sync, GetNextBuyablePlot picker
69, 3, 2, 361566272, sync, Random Direction
69, 5, 1, 4186151801, sync, Random Direction
69, 5, 2, 1325285566, sync, Random Direction
69, 12, 1, 1794090271, sync, Unit Combat Damage
69, 12, 9, 559083628, sync, Unit Combat Damage
69, 12, 4, 3575215669, sync, Unit Combat Damage
69, 12, 6, 1608100554, sync, Unit Combat Damage
69, 12, 2, 2213770299, sync, Unit Combat Damage
69, 3, 1, 1018472280, sync, Random Direction
69, 2, 1, 2851618993, sync, Random Direction
69, 2, 1, 4233079190, sync, Random Direction
69, 5, 1, 4087027991, sync, Random Direction
69, 6, 2, 964223236, sync, Random Direction
69, 7, 3, 1511995117, sync, Random Direction
69, 6, 5, 2320812322, sync, Random Direction
69, 7, 4, 3987615667, sync, Random Direction
69, 2, 1, 2636450160, sync, Random Direction
69, 7, 2, 3997521129, sync, Random Direction
69, 2, 1, 1754944878, sync, Random Direction
69, 5, 4, 2429686799, sync, Random Direction
69, 5, 3, 4264119452, sync, Random Direction
69, 6, 3, 2845136549, sync, Random Direction
69, 10, 0, 2644138618, sync, Random Direction
69, 7, 0, 379970091, sync, Random Direction
70, 1, 0, 130848392, sync, GetNextBuyablePlot picker
70, 1, 0, 2636757025, sync, GetNextBuyablePlot picker
70, 4, 3, 1801692230, sync, GetNextBuyablePlot picker
70, 1, 0, 3919476231, sync, GetNextBuyablePlot picker
70, 2, 1, 3503854388, sync, GetNextBuyablePlot picker
70, 5, 1, 4148737373, sync, GetNextBuyablePlot picker
70, 2, 0, 1411759826, sync, GetNextBuyablePlot picker
70, 1, 0, 1017277347, sync, GetNextBuyablePlot picker
70, 3, 0, 4043681440, sync, GetNextBuyablePlot picker
70, 3, 2, 174082649, sync, GetNextBuyablePlot picker
70, 1, 0, 3682399774, sync, GetNextBuyablePlot picker
70, 55, 27, 2154176255, sync, Choosing a City Name
70, 1, 0, 2166822092, sync, GetNextBuyablePlot picker
70, 1, 0, 3351393045, sync, GetNextBuyablePlot picker
70, 1, 0, 276715050, sync, GetNextBuyablePlot picker
70, 12, 11, 3532106779, sync, Unit Combat Damage
70, 12, 1, 4061573560, sync, Unit Combat Damage
70, 12, 8, 706734993, sync, Unit Combat Damage
70, 12, 3, 2894310134, sync, Unit Combat Damage
70, 12, 4, 1114304247, sync, Unit Combat Damage
70, 2, 1, 1717645668, sync, GetNextBuyablePlot picker
70, 3, 0, 3418795981, sync, GetNextBuyablePlot picker
70, 12, 6, 1387757698, sync, Unit Combat Damage
70, 1, 0, 2278917011, sync, GetNextBuyablePlot picker
70, 1, 0, 4205969360, sync, GetNextBuyablePlot picker
70, 3, 0, 2761653193, sync, GetNextBuyablePlot picker
70, 7, 3, 1012998862, sync, Random Direction
70, 3, 0, 2269824495, sync, Random Direction
70, 2, 1, 687819004, sync, Random Direction
70, 3, 1, 2882997125, sync, Random Direction
70, 1, 0, 1576050138, sync, Random Direction
70, 5, 0, 3223835147, sync, Random Direction
70, 3, 2, 846592232, sync, Random Direction
70, 4, 3, 3649166081, sync, Random Direction
70, 2, 1, 3502947750, sync, Random Direction
70, 1, 0, 2155840487, sync, GetNextBuyablePlot picker
70, 8, 6, 1009105812, sync, Random Direction
70, 5, 0, 3283101245, sync, Random Direction
70, 8, 3, 232066610, sync, Random Direction
70, 8, 4, 2058778499, sync, Random Direction
70, 7, 5, 2322398464, sync, Random Direction
70, 4, 1, 3548244281, sync, GetNextBuyablePlot picker
70, 4, 0, 1153555326, sync, Random Direction
70, 9, 0, 417269983, sync, Random Direction
70, 1, 0, 119859500, sync, GetNextBuyablePlot picker
70, 6, 5, 3452624885, sync, Random Direction
70, 6, 3, 3692835210, sync, Random Direction
70, 9, 8, 2849330171, sync, Random Direction
70, 4, 0, 4270681112, sync, Random Direction
70, 8, 7, 733382257, sync, Random Direction
70, 1, 0, 3860061270, sync, GetNextBuyablePlot picker
70, 7, 5, 1142633687, sync, Random Direction
70, 8, 3, 3204002244, sync, Random Direction
70, 6, 0, 2128353453, sync, Random Direction
70, 12, 11, 369715170, sync, Random Direction
70, 1, 0, 4201924467, sync, GetNextBuyablePlot picker
70, 8, 6, 2268702256, sync, Random Direction
70, 8, 4, 3712914089, sync, Random Direction
70, 7, 5, 2195333166, sync, Random Direction
70, 1, 0, 3191990223, sync, GetNextBuyablePlot picker
70, 3, 0, 4023055708, sync, Random Direction
70, 3, 0, 290762853, sync, Random Direction
70, 2, 0, 1105989946, sync, Random Direction
70, 8, 5, 194982379, sync, Random Direction
70, 6, 0, 3133147976, sync, Random Direction
70, 6, 3, 149220833, sync, Random Direction
70, 7, 1, 2801403654, sync, Random Direction
70, 4, 2, 993853895, sync, Random Direction
70, 3, 2, 3060700148, sync, Random Direction
70, 1, 0, 3236005661, sync, GetNextBuyablePlot picker
70, 12, 1, 3030355346, sync, Unit Combat Damage
70, 9, 1, 368964451, sync, Random Direction
70, 3, 1, 517667680, sync, Random Direction
70, 11, 0, 2819913753, sync, Random Direction
70, 1, 0, 161804510, sync, GetNextBuyablePlot picker
70, 8, 5, 106062527, sync, Random Direction
70, 3, 0, 2850319756, sync, Random Direction
70, 2, 0, 904625365, sync, Random Direction
70, 3, 0, 1460354282, sync, Random Direction
70, 2, 0, 55864283, sync, Random Direction
70, 5, 0, 707843704, sync, Random Direction
70, 3, 0, 821301585, sync, Random Direction
70, 4, 0, 718814646, sync, Random Direction
70, 1, 0, 295955127, sync, GetNextBuyablePlot picker
70, 12, 10, 1960370724, sync, Unit Combat Damage
70, 12, 7, 3776409997, sync, Unit Combat Damage
70, 1, 0, 2611117890, sync, GetNextBuyablePlot picker
70, 12, 11, 4127357779, sync, Unit Combat Damage
70, 12, 1, 4124310672, sync, Unit Combat Damage
70, 12, 1, 697735561, sync, Unit Combat Damage
70, 5, 2, 551374222, sync, Random Direction
70, 11, 1, 1974434223, sync, Random Direction
70, 1, 0, 522473916, sync, GetNextBuyablePlot picker
70, 4, 2, 1187398981, sync, Random Direction
70, 4, 1, 2749674650, sync, Random Direction
70, 12, 7, 1082393035, sync, Random Direction
70, 2, 1, 2663566760, sync, GetNextBuyablePlot picker
70, 8, 4, 2878009537, sync, Random Direction
70, 9, 3, 2513010790, sync, Random Direction
70, 3, 0, 1624174503, sync, Random Direction
70, 1, 0, 122362964, sync, GetNextBuyablePlot picker
70, 11, 6, 982833149, sync, Random Direction
70, 9, 7, 2514304242, sync, Random Direction
70, 8, 2, 3438337859, sync, Random Direction
70, 7, 5, 1466411456, sync, Random Direction
70, 10, 9, 3613128441, sync, Random Direction
70, 1, 0, 4110300734, sync, GetNextBuyablePlot picker
70, 8, 4, 1991781535, sync, Random Direction
70, 6, 0, 2348655084, sync, Random Direction
70, 7, 0, 182192565, sync, Random Direction
70, 3, 2, 564361290, sync, Random Direction
70, 7, 1, 4101829563, sync, Random Direction
70, 1, 0, 689500376, sync, GetNextBuyablePlot picker
70, 9, 7, 940608561, sync, Random Direction
70, 13, 8, 3366506262, sync, Random Direction
70, 8, 3, 2684162199, sync, Random Direction
70, 9, 5, 1704477316, sync, Random Direction
70, 6, 1, 2620439149, sync, Random Direction
70, 14, 10, 920307362, sync, Random Direction
70, 8, 3, 3338149683, sync, Random Direction
70, 2, 0, 1704526576, sync, GetNextBuyablePlot picker
70, 4, 1, 380342377, sync, Random Direction
70, 2, 0, 1195551470, sync, Random Direction
70, 6, 4, 1233877903, sync, Random Direction
70, 7, 3, 2946719260, sync, Random Direction
70, 2, 1, 1961085477, sync, Random Direction
70, 3, 2, 3929180154, sync, Random Direction
70, 9, 7, 3259908523, sync, Random Direction
70, 5, 3, 3365289992, sync, Random Direction
70, 3, 0, 3182158753, sync, GetNextBuyablePlot picker
70, 5, 0, 286337478, sync, Random Direction
70, 5, 3, 338513287, sync, Random Direction
70, 8, 5, 2723370164, sync, Random Direction
70, 9, 4, 3095533789, sync, Random Direction
70, 12, 11, 2330336338, sync, Unit Combat Damage
70, 12, 3, 4194777891, sync, Unit Combat Damage
70, 12, 8, 1227556896, sync, Unit Combat Damage
70, 12, 1, 2894882265, sync, Unit Combat Damage
70, 4, 3, 497396638, sync, Random Direction
70, 6, 5, 4094191231, sync, Random Direction
70, 4, 0, 4228417100, sync, Random Direction
70, 4, 3, 324306581, sync, Random Direction
70, 12, 8, 3896304554, sync, Random Direction
70, 5, 3, 2932272027, sync, Random Direction
70, 2, 1, 2606611256, sync, Random Direction
70, 5, 4, 3141793553, sync, Random Direction
70, 6, 4, 3646787702, sync, Random Direction
70, 14, 1, 3223234167, sync, Random Direction
70, 7, 4, 449794788, sync, Random Direction
70, 3, 2, 2514481997, sync, Random Direction
70, 5, 1, 3339337218, sync, Random Direction
70, 9, 3, 1439511315, sync, Random Direction
70, 4, 0, 1637923152, sync, Random Direction
70, 4, 1, 767915849, sync, Random Direction
70, 14, 2, 1927428174, sync, Random Direction
70, 6, 4, 835579247, sync, Random Direction
71, 1, 0, 3319798396, sync, GetNextBuyablePlot picker
71, 1, 0, 2154118917, sync, GetNextBuyablePlot picker
71, 4, 0, 2267908954, sync, GetNextBuyablePlot picker
71, 1, 0, 276165003, sync, GetNextBuyablePlot picker
71, 2, 1, 240280168, sync, GetNextBuyablePlot picker
71, 5, 1, 3078604417, sync, GetNextBuyablePlot picker
71, 2, 0, 1487471398, sync, GetNextBuyablePlot picker
71, 1, 0, 1414536039, sync, GetNextBuyablePlot picker
71, 3, 2, 2803842324, sync, GetNextBuyablePlot picker
71, 3, 2, 4267788733, sync, GetNextBuyablePlot picker
71, 1, 0, 4178717618, sync, GetNextBuyablePlot picker
71, 1, 0, 2478376707, sync, GetNextBuyablePlot picker
71, 35, 15, 1966937728, sync, Choosing a Citizen Name
71, 1, 0, 1860027577, sync, GetNextBuyablePlot picker
71, 1, 0, 3866317054, sync, GetNextBuyablePlot picker
71, 1, 0, 1681592415, sync, GetNextBuyablePlot picker
71, 12, 9, 1956453036, sync, Unit Combat Damage
71, 12, 4, 3524064117, sync, Unit Combat Damage
71, 12, 5, 1664057098, sync, Unit Combat Damage
71, 12, 0, 2141868923, sync, Unit Combat Damage
71, 12, 8, 219624856, sync, Unit Combat Damage
71, 12, 3, 2965787121, sync, Unit Combat Damage
71, 12, 1, 1120829910, sync, Unit Combat Damage
71, 12, 9, 520137815, sync, Unit Combat Damage
71, 12, 11, 3390444356, sync, Unit Combat Damage
71, 12, 8, 4024245293, sync, Unit Combat Damage
71, 12, 1, 3079202146, sync, Unit Combat Damage
71, 2, 1, 653899507, sync, GetNextBuyablePlot picker
71, 3, 2, 3775078320, sync, GetNextBuyablePlot picker
71, 12, 5, 4095495721, sync, Unit Combat Damage
71, 1, 0, 1821636014, sync, GetNextBuyablePlot picker
71, 1, 0, 2188300111, sync, GetNextBuyablePlot picker
71, 12, 0, 2993850076, sync, Unit Combat Damage
71, 12, 11, 167945189, sync, Unit Combat Damage
71, 12, 9, 4180524730, sync, Unit Combat Damage
71, 12, 2, 3329429867, sync, Unit Combat Damage
71, 3, 1, 839857352, sync, GetNextBuyablePlot picker
71, 6, 2, 2369689953, sync, Random Direction
71, 8, 7, 2020150406, sync, Random Direction
71, 2, 1, 4230961479, sync, Random Direction
71, 4, 0, 3779515764, sync, Random Direction
71, 3, 2, 199912093, sync, Random Direction
71, 7, 1, 3518589714, sync, Random Direction
71, 5, 3, 746472163, sync, Random Direction
71, 5, 1, 3367359712, sync, Random Direction
71, 4, 3, 1636307865, sync, Random Direction
71, 1, 0, 4265551454, sync, GetNextBuyablePlot picker
71, 9, 5, 155724351, sync, Random Direction
71, 5, 2, 2622709516, sync, Random Direction
71, 7, 2, 2243776597, sync, Random Direction
71, 7, 5, 1456687722, sync, Random Direction
71, 3, 2, 3500092251, sync, Random Direction
71, 8, 4, 4133314552, sync, BT Research Choice
71, 4, 2, 2328861905, sync, GetNextBuyablePlot picker
71, 1, 0, 3067323190, sync, Random Direction
71, 5, 1, 1167794743, sync, Random Direction
71, 9, 0, 1426359204, sync, Random Direction
71, 5, 4, 132134157, sync, Random Direction
71, 1, 0, 4289641666, sync, GetNextBuyablePlot picker
71, 2, 0, 1526049491, sync, Random Direction
71, 10, 9, 1188574736, sync, Random Direction
71, 7, 2, 3941078281, sync, Random Direction
71, 2, 1, 1227875086, sync, Random Direction
71, 5, 4, 3949338927, sync, Random Direction
71, 1, 0, 4059210556, sync, GetNextBuyablePlot picker
71, 5, 3, 1853094085, sync, Random Direction
71, 8, 4, 3398115866, sync, Random Direction
71, 10, 8, 2612896075, sync, Random Direction
71, 20, 13, 3789862696, sync, Random Direction
71, 1, 0, 2938133569, sync, GetNextBuyablePlot picker
71, 6, 4, 1210664422, sync, Random Direction
71, 6, 4, 3267561255, sync, Random Direction
71, 8, 0, 3361873364, sync, Random Direction
71, 9, 5, 483752829, sync, Random Direction
71, 1, 0, 2452871794, sync, GetNextBuyablePlot picker
71, 7, 4, 4073647811, sync, Random Direction
71, 5, 3, 2628600640, sync, Random Direction
71, 3, 1, 3284357753, sync, Random Direction
71, 5, 2, 1608592318, sync, Random Direction
71, 5, 1, 2166862879, sync, Random Direction
71, 8, 1, 1170428780, sync, Random Direction
71, 2, 1, 689806645, sync, Random Direction
71, 5, 0, 2474657226, sync, Random Direction
71, 2, 1, 656241467, sync, Random Direction
71, 1, 0, 3142072920, sync, GetNextBuyablePlot picker
71, 9, 6, 932698033, sync, Random Direction
71, 8, 4, 3007640726, sync, Random Direction
71, 10, 2, 2565212183, sync, Random Direction
71, 1, 0, 1228055556, sync, GetNextBuyablePlot picker
71, 7, 0, 2007055853, sync, Random Direction
71, 5, 3, 584303650, sync, Random Direction
71, 2, 0, 2922974899, sync, Random Direction
71, 5, 2, 1647836272, sync, Random Direction
71, 1, 0, 2405485545, sync, Random Direction
71, 2, 0, 1770913902, sync, Random Direction
71, 7, 1, 2024530703, sync, Random Direction
71, 6, 4, 754479004, sync, Random Direction
71, 8, 4, 3329310117, sync, Random Direction
71, 1, 0, 2443031930, sync, GetNextBuyablePlot picker
71, 1, 0, 1674420523, sync, GetNextBuyablePlot picker
71, 12, 0, 3085625736, sync, Unit Combat Damage
71, 7, 2, 157093665, sync, Random Direction
71, 8, 1, 1807855430, sync, Random Direction
71, 10, 5, 990061831, sync, Random Direction
71, 1, 0, 2148079156, sync, GetNextBuyablePlot picker
71, 5, 1, 2832890973, sync, Random Direction
71, 4, 2, 1138325970, sync, Random Direction
71, 4, 2, 2971863715, sync, Random Direction
71, 2, 1, 3057344928, sync, GetNextBuyablePlot picker
71, 12, 3, 3502735705, sync, Unit Combat Damage
71, 6, 4, 1378967838, sync, Random Direction
71, 7, 3, 3318853119, sync, Random Direction
71, 4, 1, 1870985164, sync, Random Direction
71, 1, 0, 1927666197, sync, GetNextBuyablePlot picker
71, 11, 1, 4119753002, sync, Random Direction
71, 9, 6, 614279963, sync, Random Direction
71, 6, 0, 2884617400, sync, Random Direction
71, 11, 5, 559350417, sync, Random Direction
71, 1, 0, 2180675062, sync, Random Direction
71, 7, 6, 1507417591, sync, Random Direction
71, 1, 0, 3761796196, sync, GetNextBuyablePlot picker
71, 7, 1, 349714125, sync, Random Direction
71, 6, 2, 810548098, sync, Random Direction
71, 2, 0, 2033967763, sync, Random Direction
71, 8, 2, 1849324240, sync, Random Direction
71, 1, 0, 1522430665, sync, Random Direction
71, 3, 1, 2055622094, sync, Random Direction
71, 1, 0, 2453148911, sync, GetNextBuyablePlot picker
71, 10, 9, 941353980, sync, Random Direction
71, 11, 10, 3870454405, sync, Random Direction
71, 8, 0, 4038949082, sync, Random Direction
71, 9, 2, 236654859, sync, Random Direction
71, 9, 0, 976866280, sync, Random Direction
71, 11, 3, 70038017, sync, Random Direction
71, 8, 6, 1393182886, sync, Random Direction
71, 2, 1, 3555177191, sync, GetNextBuyablePlot picker
71, 7, 2, 3620978324, sync, Random Direction
71, 6, 2, 1672572221, sync, Random Direction
71, 7, 5, 2080524594, sync, Random Direction
71, 5, 1, 3455227523, sync, Random Direction
71, 4, 2, 1182281728, sync, Random Direction
71, 3, 1, 3217858617, sync, Random Direction
71, 7, 1, 1745340030, sync, Random Direction
71, 8, 2, 759044063, sync, Random Direction
71, 3, 2, 1144015916, sync, GetNextBuyablePlot picker
71, 3, 1, 3587049205, sync, Random Direction
71, 4, 2, 1700121738, sync, Random Direction
71, 6, 0, 2257998587, sync, Random Direction
71, 7, 1, 74186520, sync, Random Direction
71, 100, 22, 776281457, sync, Barbarian Ranged unit roll
71, 12, 7, 952903510, sync, Unit Combat Damage
71, 12, 11, 2775393239, sync, Unit Combat Damage
71, 12, 11, 4289590468, sync, Unit Combat Damage
71, 3, 2, 4047314861, sync, Random Direction
71, 5, 3, 3279643362, sync, Random Direction
71, 4, 0, 2960533107, sync, Random Direction
71, 1, 0, 301439280, sync, Random Direction
71, 10, 4, 3258517929, sync, Random Direction
71, 4, 3, 1961937710, sync, Random Direction
71, 4, 0, 4228036303, sync, Random Direction
71, 2, 0, 334829660, sync, Random Direction
71, 4, 2, 1609537381, sync, Random Direction
71, 13, 8, 2520935482, sync, Random Direction
71, 10, 8, 2786980075, sync, Random Direction
71, 4, 2, 3672727112, sync, Random Direction
71, 5, 1, 2210874593, sync, Random Direction
71, 5, 4, 970658310, sync, Random Direction
71, 4, 1, 3630739655, sync, Random Direction
71, 5, 1, 1264195316, sync, Random Direction
71, 10, 3, 1024609821, sync, Random Direction
71, 10, 2, 1543915666, sync, Random Direction
72, 1, 0, 1270190691, sync, GetNextBuyablePlot picker
72, 3, 2, 3933974112, sync, GetNextBuyablePlot picker
72, 4, 2, 3289034521, sync, GetNextBuyablePlot picker
72, 1, 0, 2151439326, sync, GetNextBuyablePlot picker
72, 2, 0, 1768223167, sync, GetNextBuyablePlot picker
72, 5, 2, 442323084, sync, GetNextBuyablePlot picker
72, 2, 1, 2156798933, sync, GetNextBuyablePlot picker
72, 1, 0, 3610138602, sync, GetNextBuyablePlot picker
72, 3, 2, 645982939, sync, GetNextBuyablePlot picker
72, 3, 2, 3973376376, sync, GetNextBuyablePlot picker
72, 1, 0, 3231328337, sync, GetNextBuyablePlot picker
72, 1, 0, 3113355446, sync, GetNextBuyablePlot picker
72, 6, 1, 1956207031, sync, Random Direction
72, 9, 3, 959128868, sync, Random Direction
72, 1, 0, 1518860429, sync, GetNextBuyablePlot picker
72, 1, 0, 61733442, sync, GetNextBuyablePlot picker
72, 1, 0, 3831487059, sync, GetNextBuyablePlot picker
72, 12, 2, 1619488656, sync, Unit Combat Damage
72, 12, 7, 923308169, sync, Unit Combat Damage
72, 12, 10, 2644867214, sync, Unit Combat Damage
72, 12, 11, 3590572207, sync, Unit Combat Damage
72, 12, 5, 3978032316, sync, Unit Combat Damage
72, 12, 2, 2128653381, sync, Unit Combat Damage
72, 12, 3, 1015320474, sync, Random Religion Choice
72, 7, 6, 1397637323, sync, Random Direction
